#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Listeria monocytogenes","A531",20017,SAMN05410811 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001711995.1 ,3.01327,37.8,-,MDNS01,36,3123,3027,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/711/995/GCF_001711995.1_ASM171199v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/711/995/GCA_001711995.1_ASM171199v1
"Listeria monocytogenes","A535",20017,SAMN05410812 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712025.1 ,3.02767,37.8,-,MDNR01,19,3112,3029,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/025/GCF_001712025.1_ASM171202v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/025/GCA_001712025.1_ASM171202v1
"Listeria monocytogenes","A550-1",20017,SAMN05410817 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712035.1 ,2.9668,37.9,-,MDNI01,14,3037,2950,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/035/GCF_001712035.1_ASM171203v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/035/GCA_001712035.1_ASM171203v1
"Listeria monocytogenes","Lm119",20017,SAMN05410687 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712045.1 ,3.04814,37.7,-,MDMT01,42,3131,3037,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/045/GCF_001712045.1_ASM171204v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/045/GCA_001712045.1_ASM171204v1
"Listeria monocytogenes","A555",20017,SAMN05410819 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712105.1 ,3.02686,37.8,-,MDNG01,26,3113,3026,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/105/GCF_001712105.1_ASM171210v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/105/GCA_001712105.1_ASM171210v1
"Listeria monocytogenes","Lm133",20017,SAMN05410688 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712115.1 ,3.04943,37.7,-,MDMS01,45,3128,3036,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/115/GCF_001712115.1_ASM171211v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/115/GCA_001712115.1_ASM171211v1
"Listeria monocytogenes","Lm112",20017,SAMN05410683 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712135.1 ,3.02204,37.9,-,MDMX01,31,3060,2972,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/135/GCF_001712135.1_ASM171213v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/135/GCA_001712135.1_ASM171213v1
"Listeria monocytogenes","Lm115",20017,SAMN05410684 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712155.1 ,3.02427,37.9,-,MDMW01,31,3075,2979,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/155/GCF_001712155.1_ASM171215v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/155/GCA_001712155.1_ASM171215v1
"Listeria monocytogenes","A559",20017,SAMN05410809 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712185.1 ,3.09932,37.8,-,MDNE01,20,3199,3112,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/185/GCF_001712185.1_ASM171218v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/185/GCA_001712185.1_ASM171218v1
"Listeria monocytogenes","A557",20017,SAMN05410787 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712195.1 ,2.9696,37.9,-,MDNF01,20,3039,2950,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/195/GCF_001712195.1_ASM171219v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/195/GCA_001712195.1_ASM171219v1
"Listeria monocytogenes","Lm116",20017,SAMN05410685 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712205.1 ,3.02258,37.8,-,MDMV01,22,3057,2974,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/205/GCF_001712205.1_ASM171220v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/205/GCA_001712205.1_ASM171220v1
"Listeria monocytogenes","A9",20017,SAMN05410745 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712215.1 ,3.04855,37.8,-,MDMY01,23,3128,3044,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/215/GCF_001712215.1_ASM171221v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/215/GCA_001712215.1_ASM171221v1
"Listeria monocytogenes","Lm117",20017,SAMN05410686 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712265.1 ,3.02132,37.7,-,MDMU01,16,3088,3003,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/265/GCF_001712265.1_ASM171226v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/265/GCA_001712265.1_ASM171226v1
"Listeria monocytogenes","A60",20017,SAMN05410794 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712275.1 ,3.05433,37.9,-,MDMZ01,21,3133,3047,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/275/GCF_001712275.1_ASM171227v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/275/GCA_001712275.1_ASM171227v1
"Listeria monocytogenes","A560",20017,SAMN05410785 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712295.1 ,2.94944,37.9,-,MDND01,20,3008,2935,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/295/GCF_001712295.1_ASM171229v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/295/GCA_001712295.1_ASM171229v1
"Listeria monocytogenes","A57",20017,SAMN05410767 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712305.1 ,3.0216,37.9,-,MDNC01,22,3078,2996,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/305/GCF_001712305.1_ASM171230v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/305/GCA_001712305.1_ASM171230v1
"Listeria monocytogenes","C4",20017,SAMN05410832 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712345.1 ,2.88722,37.9,-,MDQJ01,16,2941,2866,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/345/GCF_001712345.1_ASM171234v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/345/GCA_001712345.1_ASM171234v1
"Listeria monocytogenes","Lm223",20017,SAMN05410714 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712365.1 ,2.87423,37.9,-,MDPZ01,11,2920,2837,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/365/GCF_001712365.1_ASM171236v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/365/GCA_001712365.1_ASM171236v1
"Listeria monocytogenes","Lm222",20017,SAMN05410713 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712375.1 ,2.92032,37.9,-,MDQA01,23,2956,2874,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/375/GCF_001712375.1_ASM171237v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/375/GCA_001712375.1_ASM171237v1
"Listeria monocytogenes","A59",20017,SAMN05410837 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712405.1 ,3.05432,37.9,-,MDNA01,21,3131,3045,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/405/GCF_001712405.1_ASM171240v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/405/GCA_001712405.1_ASM171240v1
"Listeria monocytogenes","OCF61",20017,SAMN05410696 ,PRJNA329415,"Terrabacteria group","Firmicutes",GCA_001712415.1 ,2.94331,37.9,-,MDOY01,25,2998,2919,2016/08/24,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/415/GCF_001712415.1_ASM171241v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/415/GCA_001712415.1_ASM171241v1
"Listeria monocytogenes","KS-15037-8",20017,SAMN03447009 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_001720925.1 ,3.06815,37.9,-,MAGN01,14,3131,3031,2016/09/06,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/925/GCF_001720925.1_ASM172092v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/925/GCA_001720925.1_ASM172092v1
"Listeria monocytogenes","OLM 11",20017,SAMN05717795 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001746875.1 ,2.98849,37.8,-,MIMB01,153,3010,2904,2016/09/26,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/746/875/GCF_001746875.1_ASM174687v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/875/GCA_001746875.1_ASM174687v1
"Listeria monocytogenes","OLM 10",20017,SAMN05717780 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001746885.1 ,2.92507,37.9,-,MIMA01,72,2953,2837,2016/09/26,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/746/885/GCF_001746885.1_ASM174688v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/885/GCA_001746885.1_ASM174688v1
"Listeria monocytogenes","NRRL B-33406",20017,SAMN03277818 ,PRJNA229903,"Terrabacteria group","Firmicutes",GCA_001749885.1 ,2.73705,37.9,-,MJOK01,17,2759,2663,2016/09/29,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/749/885/GCF_001749885.1_ASM174988v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/749/885/GCA_001749885.1_ASM174988v1
"Listeria monocytogenes","CFSAN002249",20017,SAMN03357061 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001751975.1 ,2.99641,37.9,-,MJTL01,17,3052,2976,2016/09/30,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/751/975/GCF_001751975.1_ASM175197v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/751/975/GCA_001751975.1_ASM175197v1
"Listeria monocytogenes","NRRL B-33115",20017,SAMN03277747 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001759585.1 ,2.85925,38.1,-,MKML01,12,2877,2810,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/759/585/GCF_001759585.1_BCW_3821,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/759/585/GCA_001759585.1_BCW_3821
"Listeria monocytogenes","NRRL B-33183",20017,SAMN03277755 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001759755.1 ,2.87374,38.1,-,MKMU01,12,2856,2779,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/759/755/GCF_001759755.1_BCW_3830,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/759/755/GCA_001759755.1_BCW_3830
"Listeria monocytogenes","NRRL B-33384",20017,SAMN03277720 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001760395.1 ,2.87069,38.1,-,MKOA01,12,2855,2784,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/760/395/GCF_001760395.1_BCW_3862,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/760/395/GCA_001760395.1_BCW_3862
"Listeria monocytogenes","NRRL B-33387",20017,SAMN03277624 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001760445.1 ,2.85472,38,-,MKOC01,16,2860,2788,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/760/445/GCF_001760445.1_BCW_3864,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/760/445/GCA_001760445.1_BCW_3864
"Listeria monocytogenes","NRRL B-33408",20017,SAMN03277629 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001760565.1 ,2.82815,37.8,-,MKOI01,29,2877,2784,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/760/565/GCF_001760565.1_BCW_3870,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/760/565/GCA_001760565.1_BCW_3870
"Listeria monocytogenes","NRRL B-33556",20017,SAMN03277664 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001760615.1 ,2.83743,37.9,-,MKOL01,15,2853,2790,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/760/615/GCF_001760615.1_BCW_3873,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/760/615/GCA_001760615.1_BCW_3873
"Listeria monocytogenes","NRRL B-33565",20017,SAMN03277698 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001760645.1 ,2.95858,37.8,-,MKOM01,60,2985,2899,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/760/645/GCF_001760645.1_BCW_3874,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/760/645/GCA_001760645.1_BCW_3874
"Listeria monocytogenes","NRRL B-33570",20017,SAMN03277683 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001760695.1 ,3.08701,37.8,-,MKOP01,36,3170,3077,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/760/695/GCF_001760695.1_BCW_3877,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/760/695/GCA_001760695.1_BCW_3877
"Listeria monocytogenes","NRRL B-33596",20017,SAMN03277704 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001760885.1 ,3.07119,37.6,-,MKOY01,28,3097,3008,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/760/885/GCF_001760885.1_BCW_3886,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/760/885/GCA_001760885.1_BCW_3886
"Listeria monocytogenes","NRRL B-33660",20017,SAMN03277643 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001761015.1 ,2.84977,38,-,MKPF01,14,2866,2800,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/015/GCF_001761015.1_BCW_3893,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/761/015/GCA_001761015.1_BCW_3893
"Listeria monocytogenes","NRRL B-33665",20017,SAMN03277644 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001761045.1 ,2.88287,38.1,-,MKPG01,12,2910,2840,2016/10/12,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/045/GCF_001761045.1_BCW_3894,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/761/045/GCA_001761045.1_BCW_3894
"Listeria monocytogenes","BCW_3909",20017,SAMN03359261 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001825795.1 ,2.83927,38.1,-,MJNH01,11,2845,2778,2016/09/29,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/825/795/GCF_001825795.1_ASM182579v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/825/795/GCA_001825795.1_ASM182579v1
"Listeria monocytogenes","BCW_3915",20017,SAMN03359267 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001825905.1 ,2.87552,37.9,-,MJNN01,20,2883,2814,2016/09/29,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/825/905/GCF_001825905.1_ASM182590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/825/905/GCA_001825905.1_ASM182590v1
"Listeria monocytogenes","BCW_3916",20017,SAMN03359268 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001825935.1 ,2.99914,37.8,-,MJNO01,18,3033,2959,2016/09/29,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/825/935/GCF_001825935.1_ASM182593v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/825/935/GCA_001825935.1_ASM182593v1
"Listeria monocytogenes","BCW_3921",20017,SAMN03359273 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001826025.1 ,2.90632,37.9,-,MJNT01,21,2925,2852,2016/09/29,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/826/025/GCF_001826025.1_ASM182602v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/826/025/GCA_001826025.1_ASM182602v1
"Listeria monocytogenes","BCW_4262",20017,SAMN03357990 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001826685.1 ,3.15984,37.8,-,MJPD01,49,3205,3121,2016/09/29,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/826/685/GCF_001826685.1_ASM182668v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/826/685/GCA_001826685.1_ASM182668v1
"Listeria monocytogenes","BCW_4268",20017,SAMN03357996 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001826815.1 ,3.04481,37.8,-,MJPJ01,34,3096,3018,2016/09/29,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/826/815/GCF_001826815.1_ASM182681v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/826/815/GCA_001826815.1_ASM182681v1
"Listeria monocytogenes","BCW_4274",20017,SAMN03358002 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001826925.1 ,3.09217,37.8,-,MJPP01,29,3176,3095,2016/09/29,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/826/925/GCF_001826925.1_ASM182692v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/826/925/GCA_001826925.1_ASM182692v1
"Listeria monocytogenes","BCW_4282",20017,SAMN03358010 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001827115.1 ,3.05356,37.9,-,MJPX01,19,3105,3040,2016/09/29,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/827/115/GCF_001827115.1_ASM182711v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/827/115/GCA_001827115.1_ASM182711v1
"Listeria monocytogenes","BCW_4295",20017,SAMN03358023 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001827335.1 ,3.0803,37.8,-,MJQJ01,48,3157,3073,2016/09/29,2017/03/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/827/335/GCF_001827335.1_ASM182733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/827/335/GCA_001827335.1_ASM182733v1
"Listeria monocytogenes","F8027",20017,SAMN05912867 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001866355.1 ,2.98868,37.8,-,MNCA01,83,3029,2898,2016/11/04,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/866/355/GCF_001866355.1_ASM186635v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/355/GCA_001866355.1_ASM186635v1
"Listeria monocytogenes","J3422",20017,SAMN05715912 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001866365.1 ,2.96449,37.8,-,MNCC01,116,2984,2851,2016/11/04,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/866/365/GCF_001866365.1_ASM186636v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/365/GCA_001866365.1_ASM186636v1
"Listeria monocytogenes","FDA-100",20017,SAMN05912869 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001866385.1 ,2.96398,37.8,-,MNCB01,96,3006,2871,2016/11/04,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/866/385/GCF_001866385.1_ASM186638v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/385/GCA_001866385.1_ASM186638v1
"Listeria monocytogenes","J4600",20017,SAMN05715913 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001866435.1 ,2.96891,37.8,-,MNCD01,98,3033,2901,2016/11/04,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/866/435/GCF_001866435.1_ASM186643v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/435/GCA_001866435.1_ASM186643v1
"Listeria monocytogenes","2008-911",20017,SAMN05715905 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001866445.1 ,3.1066,37.8,-,MNCE01,115,3167,3035,2016/11/04,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/866/445/GCF_001866445.1_ASM186644v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/445/GCA_001866445.1_ASM186644v1
"Listeria monocytogenes","2012-0070",20017,SAMN05715911 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001866455.1 ,3.17134,37.7,-,MNCF01,252,3244,3099,2016/11/04,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/866/455/GCF_001866455.1_ASM186645v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/455/GCA_001866455.1_ASM186645v1
"Listeria monocytogenes","J2213",20017,SAMN05912870 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001866565.1 ,3.01127,37.9,-,MLFL01,97,3074,2962,2016/11/04,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/866/565/GCF_001866565.1_ASM186656v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/565/GCA_001866565.1_ASM186656v1
"Listeria monocytogenes","BS-26",20017,SAMN05912868 ,PRJNA340018,"Terrabacteria group","Firmicutes",GCA_001880165.1 ,2.98711,37.8,-,MPBE01,117,3015,2899,2016/11/17,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/880/165/GCF_001880165.1_ASM188016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/880/165/GCA_001880165.1_ASM188016v1
"Listeria monocytogenes","FDA00009837",20017,SAMN04450328 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_001911415.1 ,2.92109,37.9,-,MRYJ01,65,2956,2843,2016/12/21,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/911/415/GCF_001911415.1_ASM191141v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/911/415/GCA_001911415.1_ASM191141v1
"Listeria monocytogenes","FDA00008730",20017,SAMN03287233 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_001922515.1 ,2.95248,37.9,-,LYXY01,16,3027,2931,2016/12/27,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/515/GCF_001922515.1_ASM192251v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/515/GCA_001922515.1_ASM192251v1
"Listeria monocytogenes","LIST-LEB",20017,SAMN05905558 ,PRJNA348175,"Terrabacteria group","Firmicutes",GCA_001937955.1 ,2.9897,37.8,-,MLQW01,27,3059,2957,2017/01/06,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/937/955/GCF_001937955.1_ASM193795v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/937/955/GCA_001937955.1_ASM193795v1
"Listeria monocytogenes","LM41",20017,SAMN05767734 ,PRJNA342739,"Terrabacteria group","Firmicutes",GCA_001984485.1 ,2.96311,37.8,-,MJBT01,11,3018,2933,2017/02/03,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/485/GCF_001984485.1_ASM198448v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/485/GCA_001984485.1_ASM198448v1
"Listeria monocytogenes","LM115",20017,SAMN05767735 ,PRJNA342740,"Terrabacteria group","Firmicutes",GCA_001984505.1 ,2.95699,37.9,-,MJBU01,28,2981,2910,2017/02/03,2017/03/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/505/GCF_001984505.1_ASM198450v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/505/GCA_001984505.1_ASM198450v1
"Listeria monocytogenes","WAPHL_LIS_A00021",20017,SAMN03285319 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_002016665.1 ,3.11168,37.8,-,MAKW01,32,3233,3129,2017/03/03,2017/03/06,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/016/665/GCF_002016665.1_ASM201666v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/016/665/GCA_002016665.1_ASM201666v1
"Listeria monocytogenes","MQ130026",20017,SAMN06309513 ,PRJNA371539,"Terrabacteria group","Firmicutes",GCA_002027805.1 ,2.90951,37.9,-,MUZG01,7,2977,2886,2017/03/15,2017/03/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/805/GCF_002027805.1_ASM202780v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/027/805/GCA_002027805.1_ASM202780v1
